Datetime,Mud Pump B,MUD PUMP B SLEECTED PRESSURE,MUD PUMP B SPEED,MUD PUMP B SPEED,Mud Pump B Current,MUD PUMP B SPEED,MUD PUMP B CYLINDER 1,MUD PUMP B CYLINDER 3,Mud Pump B Cylinder #1 Temperature,Mud Pump B Cylinder #2 Temperature,Mud Pump B Cylinder #3 Temperature,Mud Pump B Cylinder #4 Temperature
27-Feb-25 18:00:00,STOP,5904.34,Bad,-5.00,Bad,Bad,3.68,26.45,12.50,11.84,12.06,11.28
27-Feb-25 19:00:00,STOP,5517.51,Bad,-5.00,Bad,Bad,2.43,20.60,11.79,11.30,11.71,11.01
27-Feb-25 20:00:00,STOP,5435.49,Bad,-5.00,Bad,Bad,3.72,18.67,11.33,10.95,11.08,10.48
27-Feb-25 21:00:00,STOP,5563.29,Bad,-5.00,Bad,Bad,3.00,15.39,10.84,10.55,10.61,10.01
27-Feb-25 22:00:00,STOP,5272.36,Bad,-5.00,Bad,Bad,3.65,12.78,10.26,10.18,10.15,9.57
27-Feb-25 23:00:00,STOP,5525.72,Bad,-5.00,Bad,Bad,4.24,10.85,9.83,9.74,9.84,9.27
28-Feb-25 00:00:00,STOP,5443.71,Bad,-5.00,Bad,Bad,3.02,10.86,9.33,9.40,9.44,8.78
28-Feb-25 01:00:00,STOP,5277.92,Bad,-5.00,Bad,Bad,3.63,8.19,9.02,9.16,9.11,8.51
28-Feb-25 02:00:00,STOP,5265.43,Bad,-5.00,Bad,Bad,2.72,7.97,8.76,8.80,8.79,8.16
28-Feb-25 03:00:00,STOP,4663.68,Bad,-5.00,Bad,Bad,4.33,5.63,8.25,8.44,8.22,7.70
28-Feb-25 04:00:00,STOP,4152.75,Bad,-5.00,Bad,Bad,4.34,-0.85,7.33,7.87,7.46,6.99
28-Feb-25 05:00:00,STOP,4672.76,Bad,-5.00,Bad,Bad,4.28,-2.86,6.42,7.24,6.79,6.06
28-Feb-25 06:00:00,STOP,5461.23,Bad,-5.00,Bad,Bad,3.65,-3.49,5.66,6.38,6.07,5.44
28-Feb-25 07:00:00,STOP,6250.61,Bad,-5.00,Bad,Bad,3.73,-4.09,5.47,6.30,5.46,5.03
28-Feb-25 08:00:00,STOP,5763.79,Bad,-5.00,Bad,Bad,4.28,-0.26,5.86,6.44,5.63,5.58
28-Feb-25 09:00:00,STOP,3430.22,Bad,-5.00,Bad,Bad,4.40,5.03,6.57,6.77,6.25,6.09
28-Feb-25 10:00:00,STOP,5573.67,Bad,-5.00,Bad,Bad,5.00,14.08,7.80,7.52,7.55,7.31
28-Feb-25 11:00:00,STOP,3.33,Bad,-5.00,Bad,Bad,4.31,24.51,9.26,8.58,8.97,8.39
28-Feb-25 12:00:00,STOP,1.62,Bad,-5.00,Bad,Bad,4.31,32.39,10.54,9.58,10.14,9.53
28-Feb-25 13:00:00,STOP,-1.83,Bad,-5.00,Bad,Bad,4.96,35.59,11.21,10.21,10.95,10.35
28-Feb-25 14:00:00,STOP,2086.40,Bad,-5.00,Bad,Bad,3.07,40.23,11.96,10.91,11.68,10.93
28-Feb-25 15:00:00,STOP,5468.42,Bad,-5.00,Bad,Bad,3.65,44.07,12.56,11.42,12.31,11.64
28-Feb-25 16:00:00,STOP,6298.67,Bad,-5.00,Bad,Bad,3.75,40.21,12.64,11.65,12.25,11.55
28-Feb-25 17:00:00,STOP,6447.88,Bad,-5.00,Bad,Bad,4.43,40.25,12.67,11.74,12.34,11.70
28-Feb-25 18:00:00,STOP,6591.59,Bad,-5.00,Bad,Bad,3.72,34.31,12.44,11.62,11.87,11.25
28-Feb-25 19:00:00,STOP,6144.81,Bad,-5.00,Bad,Bad,2.98,28.42,11.89,11.26,11.44,10.92
28-Feb-25 20:00:00,STOP,5966.69,Bad,-5.00,Bad,Bad,3.65,22.54,11.24,10.83,10.75,10.11
28-Feb-25 21:00:00,STOP,4239.10,Bad,-5.00,Bad,Bad,3.75,18.05,10.59,10.32,10.26,9.78
28-Feb-25 22:00:00,STOP,6983.74,Bad,-5.00,Bad,Bad,2.44,14.08,10.00,9.89,9.69,9.12
28-Feb-25 23:00:00,STOP,6471.56,Bad,-5.00,Bad,Bad,3.65,12.11,9.20,9.26,9.25,8.76
01-Mar-25 00:00:00,STOP,5456.48,Bad,-5.00,Bad,Bad,3.65,13.41,9.31,9.25,9.01,8.58
01-Mar-25 01:00:00,STOP,6016.15,Bad,-5.00,Bad,Bad,3.66,13.51,8.99,9.06,8.85,8.29
01-Mar-25 02:00:00,STOP,5578.76,Bad,-5.00,Bad,Bad,3.65,12.83,8.93,8.83,8.67,8.18
01-Mar-25 03:00:00,STOP,6962.13,Bad,-5.00,Bad,Bad,4.33,10.22,8.41,8.46,8.28,7.87
01-Mar-25 04:00:00,STOP,6525.78,Bad,-5.00,Bad,Bad,2.74,9.90,7.83,8.07,7.90,7.40
01-Mar-25 05:00:00,STOP,6239.00,Bad,-5.00,Bad,Bad,3.65,12.14,8.01,8.13,7.92,7.59
01-Mar-25 06:00:00,STOP,6183.67,Bad,-5.00,Bad,Bad,3.00,10.82,7.95,8.07,7.83,7.47
01-Mar-25 07:00:00,STOP,6389.42,Bad,-5.00,Bad,Bad,3.65,13.43,8.01,8.01,7.83,7.55
01-Mar-25 08:00:00,STOP,5096.99,Bad,-5.00,Bad,Bad,4.31,16.04,8.39,8.27,8.09,7.88
01-Mar-25 09:00:00,STOP,4169.98,Bad,-5.00,Bad,Bad,3.65,17.99,8.66,8.43,8.41,8.14
01-Mar-25 10:00:00,STOP,6808.03,Bad,-5.00,Bad,Bad,3.71,25.82,9.50,9.01,9.42,9.07
01-Mar-25 11:00:00,STOP,2.45,Bad,-5.00,Bad,Bad,3.66,33.01,10.57,9.79,10.49,9.88
01-Mar-25 12:00:00,STOP,2.52,Bad,-5.00,Bad,Bad,4.33,40.11,11.57,10.66,11.60,10.87
01-Mar-25 13:00:00,STOP,2.21,Bad,-5.00,Bad,Bad,3.76,41.46,12.01,11.10,11.97,11.37
01-Mar-25 14:00:00,STOP,1.90,Bad,-5.00,Bad,Bad,4.32,40.82,12.41,11.51,12.38,11.75
01-Mar-25 15:00:00,STOP,0.10,Bad,-5.00,Bad,Bad,3.28,41.08,12.52,11.64,12.45,11.79
01-Mar-25 16:00:00,STOP,7209.08,Bad,-5.00,Bad,Bad,3.65,49.28,13.43,12.49,13.51,12.99
01-Mar-25 17:00:00,STOP,6445.70,Bad,-5.00,Bad,Bad,3.65,42.11,13.31,12.44,13.10,12.31
01-Mar-25 18:00:00,STOP,6821.64,Bad,-5.00,Bad,Bad,3.65,40.16,13.17,12.46,13.01,12.35
01-Mar-25 19:00:00,STOP,6824.85,Bad,-5.00,Bad,Bad,3.65,38.91,13.05,12.40,12.89,12.34
01-Mar-25 20:00:00,STOP,6477.42,Bad,-5.00,Bad,Bad,3.03,36.93,12.94,12.33,12.78,12.28
01-Mar-25 21:00:00,STOP,6293.23,Bad,-5.00,Bad,Bad,2.98,34.94,12.77,12.22,12.67,12.16
01-Mar-25 22:00:00,STOP,6215.44,Bad,-5.00,Bad,Bad,3.10,33.73,12.59,12.13,12.51,12.04
01-Mar-25 23:00:00,STOP,5940.77,Bad,-5.00,Bad,Bad,2.98,31.66,12.38,11.98,12.43,11.99
02-Mar-25 00:00:00,STOP,6366.64,Bad,-5.00,Bad,Bad,3.71,27.21,11.94,11.67,12.01,11.61
02-Mar-25 01:00:00,STOP,6421.78,Bad,-5.00,Bad,Bad,2.98,26.49,11.45,11.28,11.75,11.32
02-Mar-25 02:00:00,STOP,6287.32,Bad,-5.00,Bad,Bad,2.40,27.20,11.81,11.52,11.67,11.26
02-Mar-25 03:00:00,STOP,6035.92,Bad,-5.00,Bad,Bad,3.68,24.51,11.51,11.26,11.38,11.01
02-Mar-25 04:00:00,STOP,6124.67,Bad,-5.00,Bad,Bad,2.35,21.23,11.10,10.97,10.84,10.46
02-Mar-25 05:00:00,STOP,6186.79,Bad,-5.00,Bad,Bad,3.41,23.56,11.20,10.96,10.88,10.48
02-Mar-25 06:00:00,STOP,6486.16,Bad,-5.00,Bad,Bad,3.65,26.52,11.40,11.05,11.15,10.80
02-Mar-25 07:00:00,STOP,5797.02,Bad,-5.00,Bad,Bad,3.65,28.42,11.61,11.21,11.40,10.96
02-Mar-25 08:00:00,STOP,3714.15,Bad,-5.00,Bad,Bad,4.68,28.75,11.73,11.33,11.49,11.04
02-Mar-25 09:00:00,STOP,3868.74,Bad,-5.00,Bad,Bad,4.31,31.68,12.02,11.55,11.89,11.45
02-Mar-25 10:00:00,STOP,5540.10,Bad,-5.00,Bad,Bad,4.28,31.70,12.20,11.68,11.90,11.38
02-Mar-25 11:00:00,STOP,5781.17,Bad,-5.00,Bad,Bad,3.25,33.90,12.55,12.01,12.21,11.64
02-Mar-25 12:00:00,STOP,5673.99,Bad,-5.00,Bad,Bad,4.37,38.90,12.94,12.42,12.76,12.19
02-Mar-25 13:00:00,STOP,5995.00,Bad,-5.00,Bad,Bad,3.65,40.16,13.28,12.70,13.03,12.45
02-Mar-25 14:00:00,STOP,6237.12,Bad,-5.00,Bad,Bad,3.00,41.47,13.55,13.01,13.22,12.61
02-Mar-25 15:00:00,STOP,6499.68,Bad,-5.00,Bad,Bad,3.00,41.44,13.65,13.14,13.35,12.76
02-Mar-25 16:00:00,STOP,6669.97,Bad,-5.00,Bad,Bad,3.74,37.00,13.51,13.05,13.09,12.46
02-Mar-25 17:00:00,STOP,6534.47,Bad,-5.00,Bad,Bad,3.65,35.66,13.32,12.92,12.81,12.30
02-Mar-25 18:00:00,STOP,6422.26,Bad,-5.00,Bad,Bad,3.00,32.33,13.05,12.69,12.47,11.98
02-Mar-25 19:00:00,STOP,6288.39,Bad,-5.00,Bad,Bad,2.98,31.03,12.91,12.56,12.38,11.91
02-Mar-25 20:00:00,STOP,6389.41,Bad,-5.00,Bad,Bad,3.02,26.45,12.50,12.25,11.88,11.40
02-Mar-25 21:00:00,STOP,6812.04,Bad,-5.00,Bad,Bad,2.35,24.51,12.04,11.83,11.45,11.06
02-Mar-25 22:00:00,STOP,7058.86,Bad,-5.00,Bad,Bad,4.33,23.29,11.77,11.61,11.17,10.73
02-Mar-25 23:00:00,STOP,6949.52,Bad,-5.00,Bad,Bad,3.70,23.29,11.62,11.46,10.97,10.54
03-Mar-25 00:00:00,STOP,6928.79,Bad,-5.00,Bad,Bad,3.70,23.84,11.58,11.38,10.98,10.54
03-Mar-25 01:00:00,STOP,6502.67,Bad,-5.00,Bad,Bad,3.65,23.21,11.54,11.34,10.95,10.48
03-Mar-25 02:00:00,STOP,6175.15,Bad,-5.00,Bad,Bad,3.65,23.21,11.60,11.37,11.15,10.71
03-Mar-25 03:00:00,STOP,6407.09,Bad,-5.00,Bad,Bad,3.65,23.88,11.69,11.40,11.21,10.74
03-Mar-25 04:00:00,STOP,6181.74,Bad,-5.00,Bad,Bad,3.03,24.61,11.78,11.47,11.52,11.07
03-Mar-25 05:00:00,STOP,6204.99,Bad,-5.00,Bad,Bad,3.01,27.78,11.85,11.57,11.64,11.13
03-Mar-25 06:00:00,STOP,6053.29,Bad,-5.00,Bad,Bad,3.65,25.19,11.95,11.60,11.66,11.18
03-Mar-25 07:00:00,STOP,6039.38,Bad,-5.00,Bad,Bad,4.36,23.26,11.42,11.20,11.45,10.81
03-Mar-25 08:00:00,STOP,5597.73,Bad,-5.00,Bad,Bad,3.76,18.75,10.78,10.73,11.01,10.39
03-Mar-25 09:00:00,STOP,6296.89,Bad,-5.00,Bad,Bad,3.65,24.51,11.56,11.32,11.30,10.99
03-Mar-25 10:00:00,STOP,6661.70,Bad,-5.00,Bad,Bad,3.65,23.86,11.58,11.20,11.45,10.97
03-Mar-25 11:00:00,STOP,6927.87,Bad,-5.00,Bad,Bad,3.70,26.49,11.79,11.47,11.59,11.15
03-Mar-25 12:00:00,STOP,6921.96,Bad,-5.00,Bad,Bad,4.35,29.11,12.08,11.81,11.90,11.62
03-Mar-25 13:00:00,STOP,7273.30,Bad,-5.00,Bad,Bad,3.76,34.94,12.78,12.34,12.58,12.19
03-Mar-25 14:00:00,STOP,6434.52,Bad,-5.00,Bad,Bad,4.31,34.29,12.78,12.41,12.76,12.33
03-Mar-25 15:00:00,STOP,6707.37,Bad,-5.00,Bad,Bad,3.00,34.29,12.70,12.42,12.83,12.40
03-Mar-25 16:00:00,STOP,6724.41,Bad,-5.00,Bad,Bad,3.74,31.03,12.64,12.28,12.67,12.26
03-Mar-25 17:00:00,STOP,6419.84,Bad,-5.00,Bad,Bad,3.76,29.18,12.40,12.00,12.42,12.06
03-Mar-25 18:00:00,STOP,7039.24,Bad,-5.00,Bad,Bad,4.39,26.94,12.13,11.74,12.15,11.80
03-Mar-25 19:00:00,STOP,6871.88,Bad,-5.00,Bad,Bad,3.73,25.14,11.90,11.54,11.96,11.55
03-Mar-25 20:00:00,STOP,6733.74,Bad,-5.00,Bad,Bad,3.71,20.68,10.99,10.65,11.29,10.81
03-Mar-25 21:00:00,STOP,6614.23,Bad,-5.00,Bad,Bad,3.65,26.49,11.58,11.22,11.58,11.29
03-Mar-25 22:00:00,STOP,6230.45,Bad,-5.00,Bad,Bad,3.65,25.82,11.72,11.35,11.76,11.25
03-Mar-25 23:00:00,STOP,6292.53,Bad,-5.00,Bad,Bad,2.98,21.91,11.61,11.28,11.45,10.93
04-Mar-25 00:00:00,STOP,6029.70,Bad,-5.00,Bad,Bad,3.65,16.02,10.63,10.60,10.98,10.29
04-Mar-25 01:00:00,STOP,6165.45,Bad,-5.00,Bad,Bad,3.70,17.32,10.90,10.83,10.77,10.37
04-Mar-25 02:00:00,STOP,6209.80,Bad,-5.00,Bad,Bad,3.68,14.08,10.63,10.61,10.28,9.85
04-Mar-25 03:00:00,STOP,6418.02,Bad,-5.00,Bad,Bad,3.65,13.45,10.21,10.39,9.89,9.43
04-Mar-25 04:00:00,STOP,6704.16,Bad,-5.00,Bad,Bad,4.33,10.20,9.96,10.19,9.61,9.19
04-Mar-25 05:00:00,STOP,6677.99,Bad,-5.00,Bad,Bad,2.99,7.56,9.70,9.89,9.15,8.65
04-Mar-25 06:00:00,STOP,6525.54,Bad,-5.00,Bad,Bad,4.96,6.92,9.38,9.63,8.87,8.44
04-Mar-25 07:00:00,STOP,6360.26,Bad,-5.00,Bad,Bad,3.74,6.31,8.99,9.26,8.57,8.18
04-Mar-25 08:00:00,STOP,6334.55,Bad,-5.00,Bad,Bad,3.68,4.96,8.86,9.11,8.35,7.86
04-Mar-25 09:00:00,STOP,4511.16,Bad,-5.00,Bad,Bad,3.65,8.92,9.04,9.21,8.77,8.31
04-Mar-25 10:00:00,STOP,5469.83,Bad,-5.00,Bad,Bad,4.28,11.43,9.37,9.40,9.07,8.63
04-Mar-25 11:00:00,STOP,5113.51,Bad,-5.00,Bad,Bad,2.98,22.54,10.56,10.26,10.43,9.85
04-Mar-25 12:00:00,STOP,5765.77,Bad,-5.00,Bad,Bad,4.28,26.45,11.50,11.13,11.25,10.93
04-Mar-25 13:00:00,STOP,5815.95,Bad,-5.00,Bad,Bad,4.38,31.71,12.28,12.03,12.10,11.95
04-Mar-25 14:00:00,STOP,5312.24,Bad,-5.00,Bad,Bad,4.31,35.59,13.01,12.75,12.83,12.83
04-Mar-25 15:00:00,STOP,6241.77,Bad,-5.00,Bad,Bad,3.74,37.58,13.18,12.93,12.95,12.95
04-Mar-25 16:00:00,STOP,5680.62,Bad,-5.00,Bad,Bad,5.01,34.94,13.20,12.97,13.01,12.91
04-Mar-25 17:00:00,STOP,5904.50,Bad,-5.00,Bad,Bad,3.00,30.38,12.62,12.32,12.22,12.13
04-Mar-25 18:00:00,STOP,5789.24,Bad,-5.00,Bad,Bad,3.65,25.82,12.06,11.95,11.56,11.40
04-Mar-25 19:00:00,STOP,6996.43,Bad,-5.00,Bad,Bad,3.02,22.54,11.52,11.26,11.08,10.94
04-Mar-25 20:00:00,STOP,6812.12,Bad,-5.00,Bad,Bad,3.75,16.70,10.96,10.62,10.42,10.19
04-Mar-25 21:00:00,STOP,5987.11,Bad,-5.00,Bad,Bad,4.38,19.30,10.91,10.54,10.45,10.23
04-Mar-25 22:00:00,STOP,6532.78,Bad,-5.00,Bad,Bad,3.73,26.45,11.55,11.23,11.25,10.89
04-Mar-25 23:00:00,STOP,6633.87,Bad,-5.00,Bad,Bad,4.38,27.79,11.97,11.55,11.74,11.24
05-Mar-25 00:00:00,STOP,6219.97,Bad,-5.00,Bad,Bad,2.98,27.12,12.24,11.77,11.95,11.43
05-Mar-25 01:00:00,STOP,6505.13,Bad,-5.00,Bad,Bad,3.71,28.42,12.46,12.01,12.15,11.64
05-Mar-25 02:00:00,STOP,6707.35,Bad,-5.00,Bad,Bad,3.72,28.42,12.60,12.15,12.27,11.75
05-Mar-25 03:00:00,STOP,6803.15,Bad,-5.00,Bad,Bad,3.65,28.98,12.58,12.24,12.47,11.90
05-Mar-25 04:00:00,STOP,6573.74,Bad,-5.00,Bad,Bad,3.71,29.78,12.88,12.41,12.61,12.05
05-Mar-25 05:00:00,STOP,6496.74,Bad,-5.00,Bad,Bad,2.99,30.37,12.95,12.49,12.58,11.98
05-Mar-25 06:00:00,STOP,5990.14,Bad,-5.00,Bad,Bad,3.01,28.40,12.91,12.50,12.56,12.03
05-Mar-25 07:00:00,STOP,6402.78,Bad,-5.00,Bad,Bad,3.00,29.73,13.05,12.59,12.66,12.12
05-Mar-25 08:00:00,STOP,6285.45,Bad,-5.00,Bad,Bad,3.65,28.45,13.02,12.59,12.64,12.09
05-Mar-25 09:00:00,STOP,5443.41,Bad,-5.00,Bad,Bad,3.65,27.17,12.48,12.14,12.38,11.92
05-Mar-25 10:00:00,STOP,6663.69,Bad,-5.00,Bad,Bad,2.35,23.84,12.21,11.86,11.88,11.49
05-Mar-25 11:00:00,STOP,5376.59,Bad,-5.00,Bad,Bad,3.02,25.19,12.07,11.66,11.68,11.38
05-Mar-25 12:00:00,STOP,6977.83,Bad,-5.00,Bad,Bad,3.65,25.92,12.14,11.78,11.79,11.55
05-Mar-25 13:00:00,STOP,6913.10,Bad,-5.00,Bad,Bad,3.06,28.52,12.44,12.07,12.18,11.92
05-Mar-25 14:00:00,STOP,6928.30,Bad,-5.00,Bad,Bad,3.65,29.73,12.66,12.27,12.36,12.07
05-Mar-25 15:00:00,STOP,7145.85,Bad,-5.00,Bad,Bad,4.31,29.73,12.98,12.46,12.59,12.30
05-Mar-25 16:00:00,STOP,6471.62,Bad,-5.00,Bad,Bad,3.65,28.38,12.97,12.53,12.28,11.95
05-Mar-25 17:00:00,STOP,2.57,Bad,-5.00,Bad,Bad,3.65,25.86,12.91,12.54,12.20,11.87
05-Mar-25 18:00:00,STOP,-12.13,Bad,-5.00,Bad,Bad,3.65,23.86,12.68,12.32,11.89,11.50
05-Mar-25 19:00:00,STOP,-7.03,Bad,-5.00,Bad,Bad,2.40,21.31,12.25,11.95,11.55,11.17
05-Mar-25 20:00:00,STOP,-6.84,Bad,-5.00,Bad,Bad,3.02,20.60,11.92,11.62,11.45,11.09
05-Mar-25 21:00:00,STOP,-6.88,Bad,-5.00,Bad,Bad,3.65,18.62,11.53,11.28,11.23,10.88
05-Mar-25 22:00:00,STOP,-6.59,Bad,-5.00,Bad,Bad,4.33,16.02,11.29,11.07,11.15,10.73
05-Mar-25 23:00:00,STOP,-6.30,Bad,-5.00,Bad,Bad,4.31,15.39,10.82,10.63,10.65,10.25
06-Mar-25 00:00:00,STOP,-6.00,Bad,-5.00,Bad,Bad,3.71,14.79,10.55,10.39,10.43,10.03
06-Mar-25 01:00:00,STOP,-6.31,Bad,-5.00,Bad,Bad,3.65,14.04,10.36,10.13,10.31,9.91
06-Mar-25 02:00:00,STOP,-6.15,Bad,-5.00,Bad,Bad,2.98,19.39,10.81,10.68,10.74,10.31
06-Mar-25 03:00:00,STOP,-5.72,Bad,-5.00,Bad,Bad,4.41,21.33,11.11,10.93,11.20,10.83
06-Mar-25 04:00:00,STOP,-5.83,Bad,-5.00,Bad,Bad,3.65,21.23,10.86,10.59,11.01,10.57
06-Mar-25 05:00:00,STOP,-5.95,Bad,-5.00,Bad,Bad,3.65,21.91,10.94,10.68,11.13,10.84
06-Mar-25 06:00:00,STOP,-5.78,Bad,-5.00,Bad,Bad,4.33,25.19,11.59,11.29,11.75,11.38
06-Mar-25 07:00:00,STOP,-5.77,Bad,-5.00,Bad,Bad,3.65,29.10,11.98,11.66,12.13,11.65
06-Mar-25 08:00:00,STOP,-5.95,Bad,-5.00,Bad,Bad,3.65,24.51,11.78,11.55,11.91,11.54
06-Mar-25 09:00:00,STOP,-5.53,Bad,-5.00,Bad,Bad,3.69,27.75,12.09,11.76,12.23,11.81
06-Mar-25 10:00:00,STOP,-5.59,Bad,-5.00,Bad,Bad,3.65,31.75,12.70,12.34,12.78,12.30
06-Mar-25 11:00:00,STOP,-5.64,Bad,-5.00,Bad,Bad,4.31,32.99,13.02,12.68,12.80,12.49
06-Mar-25 12:00:00,STOP,-5.98,Bad,-5.00,Bad,Bad,3.65,33.74,13.45,13.06,13.11,12.91
06-Mar-25 13:00:00,STOP,-5.80,Bad,-5.00,Bad,Bad,3.00,32.99,13.36,13.04,13.03,12.91
06-Mar-25 14:00:00,STOP,-6.14,Bad,-5.00,Bad,Bad,3.05,31.73,13.28,13.02,13.02,12.85
06-Mar-25 15:00:00,STOP,-5.18,Bad,-5.00,Bad,Bad,3.67,33.01,13.40,13.10,13.10,12.96
06-Mar-25 16:00:00,STOP,-4.93,Bad,-5.00,Bad,Bad,4.33,31.73,13.47,13.18,13.06,12.86
06-Mar-25 17:00:00,STOP,-4.98,Bad,-5.00,Bad,Bad,5.68,31.12,13.42,13.12,13.03,12.80
06-Mar-25 18:00:00,STOP,-4.85,Bad,-5.00,Bad,Bad,5.59,26.49,13.10,12.76,12.49,12.23
06-Mar-25 19:00:00,STOP,-4.74,Bad,-5.00,Bad,Bad,4.33,18.67,11.92,11.45,11.59,11.36
06-Mar-25 20:00:00,STOP,-5.15,Bad,-5.00,Bad,Bad,3.65,19.30,11.44,11.02,11.38,11.08
06-Mar-25 21:00:00,STOP,-5.02,Bad,-5.00,Bad,Bad,3.75,16.79,11.02,10.53,10.91,10.60
06-Mar-25 22:00:00,STOP,-5.28,Bad,-5.00,Bad,Bad,4.33,15.39,10.63,10.28,10.65,10.40
06-Mar-25 23:00:00,STOP,-5.81,Bad,-5.00,Bad,Bad,3.71,14.08,10.27,9.74,10.34,9.93
07-Mar-25 00:00:00,STOP,-5.91,Bad,-5.00,Bad,Bad,3.65,12.11,10.38,10.07,10.00,9.76
07-Mar-25 01:00:00,STOP,-5.46,Bad,-5.00,Bad,Bad,3.03,8.92,10.00,9.71,9.81,9.50
07-Mar-25 02:00:00,STOP,-6.00,Bad,-5.00,Bad,Bad,3.07,9.59,9.80,9.44,9.51,9.19
07-Mar-25 03:00:00,STOP,-5.60,Bad,-5.00,Bad,Bad,3.12,5.06,9.09,8.65,9.08,8.55
07-Mar-25 04:00:00,STOP,-5.71,Bad,-5.00,Bad,Bad,3.65,6.34,8.83,8.32,8.81,8.52
07-Mar-25 05:00:00,STOP,-5.65,Bad,-5.00,Bad,Bad,3.00,4.31,8.32,8.00,8.47,8.07
07-Mar-25 06:00:00,STOP,-5.44,Bad,-5.00,Bad,Bad,3.65,1.70,7.94,7.39,7.45,7.31
07-Mar-25 07:00:00,STOP,-4.83,Bad,-5.00,Bad,Bad,4.36,8.87,8.73,8.42,8.70,8.45
07-Mar-25 08:00:00,STOP,-4.41,Bad,-5.00,Bad,Bad,3.65,14.74,9.26,9.01,9.29,9.02
07-Mar-25 09:00:00,STOP,-3.33,Bad,-5.00,Bad,Bad,3.71,15.48,9.55,9.33,9.73,9.34
07-Mar-25 10:00:00,STOP,-3.52,Bad,-5.00,Bad,Bad,5.00,16.06,9.76,9.60,10.10,9.72
07-Mar-25 11:00:00,STOP,-2.77,Bad,-5.00,Bad,Bad,2.76,17.09,10.12,9.91,10.45,9.97
07-Mar-25 12:00:00,STOP,-2.42,Bad,-5.00,Bad,Bad,3.65,25.87,11.30,10.93,11.45,10.90
07-Mar-25 13:00:00,STOP,-2.28,Bad,-5.00,Bad,Bad,3.65,28.47,12.11,11.63,12.39,11.74
07-Mar-25 14:00:00,STOP,2.98,Bad,-5.00,Bad,Bad,3.00,28.42,12.32,11.81,12.58,11.92
07-Mar-25 15:00:00,STOP,6093.00,-0.04,-5.00,0.24,-0.04,3.65,31.03,12.64,12.12,12.91,12.30
07-Mar-25 16:00:00,STOP,6683.03,-0.04,-5.00,0.25,-0.04,3.65,30.38,12.87,12.32,13.08,12.48
07-Mar-25 17:00:00,STOP,6398.48,-0.04,-5.00,0.24,-0.04,2.98,30.45,12.97,12.51,13.18,12.61
07-Mar-25 18:00:00,STOP,5910.39,-0.04,-5.00,0.24,-0.04,3.03,25.82,12.73,12.28,12.94,12.41
07-Mar-25 19:00:00,STOP,6219.84,-0.04,-5.00,0.23,-0.04,3.65,26.52,12.76,12.28,12.95,12.47
07-Mar-25 20:00:00,STOP,5682.58,-0.04,-5.00,0.23,-0.04,3.74,23.95,12.56,12.09,12.76,12.27
07-Mar-25 21:00:00,STOP,5625.10,-0.04,-5.00,0.23,-0.04,3.65,25.15,12.62,12.12,12.69,12.30
07-Mar-25 22:00:00,STOP,5454.07,-0.04,-5.00,0.22,-0.04,3.66,24.51,12.48,12.01,12.61,12.18
07-Mar-25 23:00:00,STOP,5883.64,-0.04,-5.00,0.22,-0.04,3.65,25.19,12.46,12.09,12.63,12.26
08-Mar-25 00:00:00,STOP,5999.25,-0.04,-5.00,0.22,-0.04,4.28,24.51,12.48,12.09,12.65,12.27
08-Mar-25 01:00:00,STOP,6282.64,-0.04,-5.00,0.22,-0.04,4.00,24.51,12.51,12.07,12.77,12.32
08-Mar-25 02:00:00,STOP,6555.23,-0.04,-5.00,0.21,-0.04,3.13,21.97,12.24,11.82,12.41,12.08
08-Mar-25 03:00:00,STOP,6872.99,-0.03,-5.00,0.21,-0.03,3.65,21.28,12.15,11.76,12.27,11.89
08-Mar-25 04:00:00,STOP,6770.13,-0.04,-5.00,0.21,-0.04,3.67,24.51,12.77,12.27,12.63,12.31
08-Mar-25 05:00:00,STOP,6614.24,-0.04,-5.00,0.21,-0.04,4.33,25.19,12.68,12.29,12.66,12.30
08-Mar-25 06:00:00,STOP,6775.55,-0.04,-5.00,0.22,-0.04,3.08,25.20,12.79,12.38,12.76,12.35
08-Mar-25 07:00:00,STOP,6440.12,-0.04,-5.00,0.21,-0.04,2.35,21.91,12.81,12.37,12.61,12.19
08-Mar-25 08:00:00,STOP,5395.38,-0.04,-5.00,0.22,-0.04,3.65,25.91,13.01,12.60,12.88,12.47
08-Mar-25 09:00:00,STOP,4373.58,-0.04,-5.00,0.21,-0.04,3.65,31.70,13.64,13.18,13.64,13.22
08-Mar-25 10:00:00,STOP,7168.18,-0.04,-5.00,0.21,-0.04,4.38,34.95,14.20,13.63,14.17,13.67
08-Mar-25 11:00:00,STOP,6781.67,-0.04,-5.00,0.21,-0.04,3.74,33.69,14.46,13.92,14.50,13.95
08-Mar-25 12:00:00,STOP,6837.75,-0.04,-5.00,0.21,-0.04,3.65,35.59,14.71,14.17,14.77,14.23
08-Mar-25 13:00:00,STOP,6321.20,-0.04,-5.00,0.20,-0.04,3.00,31.03,14.23,13.80,14.39,13.93
08-Mar-25 14:00:00,STOP,6296.56,-0.04,-5.00,0.21,-0.04,3.65,28.42,13.88,13.47,13.94,13.59
08-Mar-25 15:00:00,STOP,6459.23,-0.04,-5.00,0.20,-0.04,3.00,26.47,13.60,13.22,13.62,13.32
